000003600,01010000,000000,21,000005,000006,3600
000004700,01010000,000001,21,000005,000006,1100
000006000,01010000,000002,21,000005,000001,1300
000009200,01010000,000003,21,000005,000002,3200
000011200,01010000,000004,21,000005,000001,2000
000017400,01010000,000006,21,000005,000002,6200
000018800,01010000,000007,21,000005,000001,1400
000020400,01010000,000008,21,000005,000002,1600
000022200,01010000,000009,21,000005,000001,1800
000024300,01010000,000010,21,000005,000001,2100
000028900,01010000,000011,21,000005,000001,4600
000030900,01010000,000012,21,000005,000006,2000
000033000,01010000,000013,21,000005,000006,2100
000035000,01010000,000014,21,000005,000001,2000
000037200,01010000,000016,21,000005,000006,2200
000039400,01010000,000017,21,000005,000001,2200
000041600,01010000,000019,21,000005,000006,2200
000048100,01010000,000023,21,000005,000006,6500
000050200,01010000,000024,21,000005,000006,2100
000056300,01010000,000026,21,000005,000001,6100
000065900,01010000,000029,21,000005,000002,9600
000070900,01010000,000031,21,000005,000002,5000
000072400,01010000,000032,21,000005,000006,1500
000076300,01010000,000034,21,000005,000001,3900
000081300,01010000,000038,21,000005,000002,5000
000085200,01010000,000040,21,000005,000002,3900
000089000,01010000,000043,21,000005,000006,3800
000097600,01010000,000046,21,000005,000006,8600
000103100,01010000,000049,21,000005,000002,5500
000106500,01010000,000050,21,000005,000002,3400
000113000,01010000,000053,21,000005,000001,6500
000114400,01010000,000054,21,000005,000002,1400
000119000,01010000,000056,21,000005,000006,4600
000124700,01010000,000058,21,000005,000006,5700
000126100,01010000,000059,21,000005,000001,1400
000127800,01010000,000061,21,000005,000001,1700
000129700,01010000,000062,21,000005,000001,1900
000133600,01010000,000064,21,000005,000006,3900
000136000,01010000,000066,21,000005,000001,2400
000138300,01010000,000067,21,000005,000006,2300
000140700,01010000,000069,21,000005,000001,2400
000143300,01010000,000070,21,000005,000002,2600
000146300,01010000,000072,21,000005,000006,3000
000150100,01010000,000074,21,000005,000001,3800
000153600,01010000,000076,21,000005,000006,3500
000157400,01010000,000078,21,000005,000001,3800
000162600,01010000,000080,21,000005,000001,5200
000166700,01010000,000082,21,000005,000002,4100
000170500,01010000,000084,21,000005,000001,3800
000174200,01010000,000085,21,000005,000002,3700
000177800,01010000,000087,21,000005,000006,3600
000181300,01010000,000089,21,000005,000006,3500
000184700,01010000,000091,21,000005,000001,3400
000187900,01010000,000092,21,000005,000001,3200
000199700,01010000,000093,21,000005,000002,11800
000206000,01010000,000094,21,000005,000006,6300
000213900,01010000,000096,21,000005,000001,7900
000223300,01010000,000097,21,000005,000006,9400
000231100,01010000,000099,21,000005,000001,7800
000232500,01010000,000100,21,000005,000001,1400
000234300,01010000,000101,21,000005,000006,1800
000236300,01010000,000103,21,000005,000006,2000
000238700,01010000,000104,21,000005,000002,2400
000242100,01010000,000105,21,000005,000001,3400
000244500,01010000,000106,21,000005,000002,2400
000247000,01010000,000108,21,000005,000001,2500
000249700,01010000,000109,21,000005,000006,2700
000253800,01010000,000111,21,000005,000002,4100
000259100,01010000,000113,21,000005,000002,5300
000268900,01010000,000116,21,000005,000001,9800
000276600,01010000,000118,21,000005,000006,7700
000278300,01010000,000119,21,000005,000002,1700
000282600,01010000,000121,21,000005,000002,4300
000291500,01010000,000122,21,000005,000006,8900
000292900,01010000,000123,21,000005,000001,1400
000294700,01010000,000124,21,000005,000001,1800
000301600,01010000,000126,21,000005,000002,6900
000306000,01010000,000127,21,000005,000002,4400
000309000,01010000,000128,21,000005,000006,3000
000314300,01010000,000130,21,000005,000002,5300
000317300,01010000,000131,21,000005,000006,3000
000319000,01010000,000132,21,000005,000001,1700
000329200,01010000,000134,21,000005,000006,10200
000330600,01010000,000136,21,000005,000002,1400
000332500,01010000,000137,21,000005,000006,1900
000334700,01010000,000138,21,000005,000006,2200
000344100,01010000,000141,21,000005,000006,9400
000345500,01010000,000143,21,000005,000002,1400
000347300,01010000,000144,21,000005,000001,1800
000355300,01010000,000146,21,000005,000001,8000
000358400,01010000,000148,21,000005,000006,3100
000360700,01010000,000149,21,000005,000001,2300
000369400,01010000,000152,21,000005,000001,8700
000371500,01010000,000153,21,000005,000001,2100
000373200,01010000,000154,21,000005,000002,1700
000375200,01010000,000156,21,000005,000001,2000
000388900,01010000,000158,21,000005,000001,13700
000393100,01010000,000160,21,000005,000006,4200
000395800,01010000,000161,21,000005,000001,2700
000401100,01010000,000162,21,000005,000002,5300
000402900,01010000,000164,21,000005,000001,1800
000405200,01010000,000165,21,000005,000006,2300
000407300,01010000,000166,21,000005,000006,2100
000409100,01010000,000168,21,000005,000002,1800
000411000,01010000,000169,21,000005,000002,1900
000413100,01010000,000170,21,000005,000002,2100
000422400,01010000,000173,21,000005,000002,9300
000424000,01010000,000174,21,000005,000006,1600
000434900,01010000,000175,21,000005,000001,10900
000438500,01010000,000176,21,000005,000006,3600
000443400,01010000,000177,21,000005,000006,4900
000445600,01010000,000178,21,000005,000001,2200
000456200,01010000,000180,21,000005,000001,10600
000463100,01010000,000182,21,000005,000002,6900
000474800,01010000,000185,21,000005,000002,11700
000482300,01010000,000186,21,000005,000006,7500
000483500,01010000,000187,21,000005,000006,1200
000487000,01010000,000188,21,000005,000006,3500
000489400,01010000,000190,21,000005,000006,2400
000491300,01010000,000191,21,000005,000002,1900
000493200,01010000,000192,21,000005,000001,1900
